"Date","Season","Round","Venue","Player","Team","Opposition","Status","GA","Match_id","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","CCL","SCL","SI","MG","TO","ITC","T5","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC"
2018-08-05,2018,"Round 20","Etihad Stadium","Matthew Buntine","GWS","Carlton","Away",0,9682,5,11,12,70.6,2,0,6,0,0,1,3,44,4,5,0,86,9,8,17,6,0,0,0,0,0,1,2,3,0,0,61,64
2018-08-05,2018,"Round 20","Etihad Stadium","Jeremy Cameron","GWS","Carlton","Away",0,9682,6,13,12,70.6,2,4,0,0,0,0,10,260,4,1,0,93,14,3,17,8,4,1,1,0,2,0,4,0,0,3,92,98
2018-08-05,2018,"Round 20","Etihad Stadium","Aiden Bonar","GWS","Carlton","Away",0,9682,8,9,13,81.2,1,1,2,0,2,2,8,331,2,0,0,79,8,8,16,3,2,0,6,0,5,4,2,1,3,1,85,82
2018-08-05,2018,"Round 20","Etihad Stadium","Harrison Himmelberg","GWS","Carlton","Away",4,9682,7,8,13,86.7,1,3,4,0,0,0,10,99,1,1,0,96,4,11,15,4,3,0,1,0,0,0,0,1,0,0,68,110
2018-08-05,2018,"Round 20","Etihad Stadium","Nick Haynes","GWS","Carlton","Away",0,9682,2,8,9,81.8,0,0,5,0,0,0,2,165,2,5,0,88,7,4,11,3,0,0,0,0,1,0,0,2,0,0,38,54
2018-08-05,2018,"Round 20","Etihad Stadium","Rory Lobb","GWS","Carlton","Away",0,9682,5,7,7,63.6,0,2,1,0,1,0,3,336,5,2,1,94,10,1,11,5,0,1,6,9,3,1,4,2,4,2,79,56
2018-08-05,2018,"Round 20","Etihad Stadium","Brent Daniels","GWS","Carlton","Away",1,9682,6,4,8,80,0,0,1,0,0,0,7,122,1,1,2,79,3,7,10,1,2,0,4,0,1,0,1,0,1,1,52,58
2018-08-05,2018,"Round 20","Etihad Stadium","Zac Langdon","GWS","Carlton","Away",0,9682,4,4,6,60,0,1,0,0,0,0,4,120,1,1,1,89,6,4,10,3,1,0,7,0,0,0,3,0,1,1,67,61
2018-08-05,2018,"Round 20","Etihad Stadium","Dawson Simpson","GWS","Carlton","Away",0,9682,8,0,6,75,1,0,2,0,0,3,8,41,0,3,0,51,3,5,8,1,0,0,2,23,0,3,2,1,2,2,49,80
2018-08-05,2018,"Round 20","Etihad Stadium","Brett Deledio","GWS","Carlton","Away",1,9682,1,5,3,50,0,0,0,0,0,0,2,108,2,0,0,27,3,3,6,1,0,0,1,0,2,0,1,0,0,0,22,33
2018-08-05,2018,"Round 20","Etihad Stadium","Sam Taylor","GWS","Carlton","Away",0,9682,0,5,4,80,0,0,1,0,0,0,1,74,0,0,0,48,2,3,5,2,0,0,0,0,0,0,0,1,0,0,18,20
2018-08-05,2018,"Round 20","Etihad Stadium","Toby Greene","GWS","Carlton","Away",0,9682,1,3,3,75,0,1,1,0,0,0,1,70,0,0,0,45,3,1,4,2,0,0,0,0,1,0,0,0,1,0,18,18
2018-08-05,2018,"Round 20","MCG","Clayton Oliver","Melbourne","Gold Coast","Home",1,9683,14,16,14,45.2,1,6,0,0,3,1,12,501,4,5,2,90,17,14,31,11,2,2,7,0,3,4,4,4,0,0,154,147
2018-08-05,2018,"Round 20","MCG","Dom Tyson","Melbourne","Gold Coast","Home",2,9683,11,16,20,74.1,0,0,1,0,0,3,9,395,4,3,0,77,13,14,27,6,0,0,3,0,3,3,5,1,2,1,96,107
2018-08-05,2018,"Round 20","MCG","Angus Brayshaw","Melbourne","Gold Coast","Home",0,9683,11,15,19,70.4,1,1,0,0,6,2,8,598,5,2,2,79,17,10,27,8,1,0,10,0,7,8,3,3,2,0,143,115
2018-08-05,2018,"Round 20","MCG","Christian Salem","Melbourne","Gold Coast","Home",1,9683,7,17,24,92.3,1,0,3,1,0,0,11,477,2,8,1,86,19,7,26,2,1,0,5,0,3,0,0,4,1,0,104,149
2018-08-05,2018,"Round 20","MCG","James Harmes","Melbourne","Gold Coast","Home",0,9683,10,16,19,76,0,0,0,1,3,2,10,362,6,1,0,81,13,12,25,3,3,0,5,0,4,5,4,0,2,2,106,114
2018-08-05,2018,"Round 20","MCG","Nathan Jones","Melbourne","Gold Coast","Home",1,9683,10,15,17,70.8,1,1,0,0,1,2,8,384,4,4,0,83,15,9,24,5,2,0,3,0,7,3,7,2,1,6,85,92
2018-08-05,2018,"Round 20","MCG","Jesse Hogan","Melbourne","Gold Coast","Home",2,9683,9,13,15,68.2,2,6,2,0,0,0,14,323,3,1,1,89,15,7,22,10,4,1,1,0,4,0,2,1,0,0,118,124
2018-08-05,2018,"Round 20","MCG","Alex N-Bullen","Melbourne","Gold Coast","Home",1,9683,8,15,11,50,0,2,0,0,0,0,7,348,8,5,0,77,15,7,22,4,2,0,2,0,5,0,7,1,2,1,90,93
2018-08-05,2018,"Round 20","MCG","Jeff Garlett","Melbourne","Gold Coast","Home",2,9683,7,15,13,61.9,0,3,0,0,0,1,9,312,2,1,2,81,16,5,21,6,2,3,4,0,3,1,1,0,1,0,108,104
2018-08-05,2018,"Round 20","MCG","Bayley Fritsch","Melbourne","Gold Coast","Home",0,9683,7,15,14,66.7,1,1,1,0,0,1,8,332,1,5,0,84,15,6,21,9,0,2,1,0,3,1,3,2,0,0,90,78
2018-08-05,2018,"Round 20","MCG","Christian Petracca","Melbourne","Gold Coast","Home",2,9683,10,11,12,60,0,3,1,0,0,1,11,315,2,4,1,85,12,8,20,6,2,1,2,0,3,1,2,1,1,0,92,110
2018-08-05,2018,"Round 20","MCG","Jordan Lewis","Melbourne","Gold Coast","Home",0,9683,6,10,16,88.9,0,0,4,0,0,1,2,308,1,6,0,87,11,7,18,3,0,0,2,0,3,1,1,1,1,1,62,80
2018-08-05,2018,"Round 20","MCG","Max Gawn","Melbourne","Gold Coast","Home",0,9683,8,10,13,72.2,1,0,3,0,1,1,7,314,4,5,0,84,10,8,18,6,0,0,4,30,5,2,3,2,1,0,111,112
2018-08-05,2018,"Round 20","MCG","Tom McDonald","Melbourne","Gold Coast","Home",0,9683,6,12,11,64.7,2,3,2,0,0,0,9,229,2,1,2,81,11,6,17,11,0,3,2,7,2,0,3,1,1,0,97,80
2018-08-05,2018,"Round 20","MCG","Sam Frost","Melbourne","Gold Coast","Home",0,9683,10,7,12,75,2,0,2,0,0,1,4,256,3,7,0,84,8,8,16,5,0,0,3,0,0,1,1,5,1,1,65,97
2018-08-05,2018,"Round 20","MCG","Neville Jetta","Melbourne","Gold Coast","Home",0,9683,4,10,12,85.7,1,0,3,1,0,0,3,233,3,8,0,84,12,2,14,7,0,0,2,0,0,0,2,1,1,0,70,61
2018-08-05,2018,"Round 20","MCG","Jay K-Harris","Melbourne","Gold Coast","Home",1,9683,7,8,10,71.4,0,0,0,0,0,0,4,92,4,6,2,76,5,9,14,3,0,0,4,0,3,0,2,0,0,0,58,61
2018-08-05,2018,"Round 20","MCG","Aaron Vandenberg","Melbourne","Gold Coast","Home",1,9683,5,9,10,71.4,0,1,0,0,2,0,4,332,3,0,1,74,8,6,14,7,0,2,2,0,6,2,2,0,0,1,64,50
2018-08-05,2018,"Round 20","MCG","Oscar McDonald","Melbourne","Gold Coast","Home",0,9683,3,10,11,84.6,0,0,1,0,0,0,2,199,2,5,0,90,8,5,13,5,0,0,2,0,1,0,1,3,1,0,58,53
2018-08-05,2018,"Round 20","MCG","Joel Smith","Melbourne","Gold Coast","Home",0,9683,4,9,9,69.2,2,0,1,2,0,0,3,247,3,6,0,69,9,4,13,6,0,0,5,0,2,0,3,0,0,1,70,65
2018-08-05,2018,"Round 20","MCG","Charlie Spargo","Melbourne","Gold Coast","Home",0,9683,4,8,10,83.3,0,1,0,0,0,0,5,130,3,0,2,73,9,3,12,5,2,0,3,0,2,0,2,1,1,1,70,87
2018-08-05,2018,"Round 20","MCG","Bernie Vince","Melbourne","Gold Coast","Home",0,9683,5,6,8,72.7,0,0,4,0,1,0,2,79,3,4,0,85,4,7,11,2,0,0,5,0,0,1,1,1,0,0,52,57
2018-08-05,2018,"Round 20","MCG","Touk Miller","Gold Coast","Melbourne","Away",0,9683,14,11,19,76,0,0,1,1,2,3,3,163,6,7,2,88,5,20,25,5,0,0,7,0,0,5,8,4,2,1,97,84
2018-08-05,2018,"Round 20","MCG","Will Brodie","Gold Coast","Melbourne","Away",0,9683,13,11,14,60.9,1,0,1,0,2,1,0,291,8,1,0,81,8,15,23,2,0,0,3,0,3,3,2,2,0,1,69,91
2018-08-05,2018,"Round 20","MCG","Jarrod Harbrow","Gold Coast","Melbourne","Away",0,9683,5,16,12,54.5,0,0,2,0,0,1,2,403,6,4,0,85,15,7,22,5,0,0,1,0,3,1,2,5,0,1,75,73
2018-08-05,2018,"Round 20","MCG","Callum Ah Chee","Gold Coast","Melbourne","Away",0,9683,6,16,16,72.7,0,0,2,0,1,0,3,363,3,4,0,82,11,11,22,5,0,0,0,0,2,1,5,3,1,1,68,49
2018-08-05,2018,"Round 20","MCG","Pearce Hanley","Gold Coast","Melbourne","Away",0,9683,6,9,10,55.6,0,0,1,0,0,0,2,329,8,7,0,79,10,8,18,3,0,0,3,0,2,0,5,4,0,0,67,55
2018-08-05,2018,"Round 20","MCG","Kade Kolodjashnij","Gold Coast","Melbourne","Away",0,9683,6,9,14,77.8,0,0,6,0,0,0,4,437,8,12,0,97,15,3,18,5,0,0,2,0,3,0,5,7,1,1,72,78
2018-08-05,2018,"Round 20","MCG","Jacob Dawson","Gold Coast","Melbourne","Away",0,9683,6,11,13,72.2,0,0,1,0,1,3,2,87,3,1,0,78,4,14,18,3,0,0,2,0,2,4,0,1,1,0,58,54
2018-08-05,2018,"Round 20","MCG","Lachlan Weller","Gold Coast","Melbourne","Away",2,9683,6,10,12,75,1,1,1,3,1,0,4,362,3,1,3,86,11,5,16,5,0,0,5,0,3,1,2,1,2,0,80,79
2018-08-05,2018,"Round 20","MCG","Brayden Fiorini","Gold Coast","Melbourne","Away",0,9683,5,10,12,80,0,0,1,0,1,2,2,231,2,3,2,73,11,4,15,2,0,1,10,0,3,3,2,1,4,0,92,84
2018-08-05,2018,"Round 20","MCG","Jack Bowes","Gold Coast","Melbourne","Away",0,9683,5,9,10,71.4,2,0,1,0,0,0,2,224,4,10,0,84,11,3,14,6,0,0,0,0,2,0,5,3,0,1,54,53
2018-08-05,2018,"Round 20","MCG","Aaron Young","Gold Coast","Melbourne","Away",0,9683,3,11,9,69.2,0,0,2,0,0,0,2,166,5,5,2,90,6,7,13,3,0,0,4,0,3,0,5,1,0,3,48,43
2018-08-05,2018,"Round 20","MCG","Jesse Lonergan","Gold Coast","Melbourne","Away",1,9683,9,5,9,69.2,0,0,1,0,0,5,2,219,2,1,0,78,6,7,13,3,0,0,7,0,3,5,4,0,2,3,62,62
2018-08-05,2018,"Round 20","MCG","Jacob Heron","Gold Coast","Melbourne","Away",0,9683,6,6,8,66.7,0,0,1,2,0,0,1,73,3,2,0,82,2,10,12,2,0,0,0,0,1,0,1,0,0,0,32,41
2018-08-05,2018,"Round 20","MCG","Max Spencer","Gold Coast","Melbourne","Away",0,9683,3,6,7,63.6,0,0,5,1,0,0,0,213,3,6,0,100,5,6,11,2,0,0,0,0,0,0,2,6,0,0,33,33
2018-08-05,2018,"Round 20","MCG","Jarrod Witts","Gold Coast","Melbourne","Away",0,9683,6,4,7,70,0,0,5,0,0,2,1,135,5,4,0,89,6,4,10,1,0,0,6,40,0,2,1,2,0,1,90,92
2018-08-05,2018,"Round 20","MCG","Alex Sexton","Gold Coast","Melbourne","Away",0,9683,3,9,8,80,0,2,1,1,0,1,5,250,4,0,0,92,7,3,10,2,5,0,1,0,2,1,3,0,0,2,61,64
2018-08-05,2018,"Round 20","MCG","Jack Leslie","Gold Coast","Melbourne","Away",1,9683,1,9,5,50,0,2,5,0,0,0,4,279,3,0,0,100,8,2,10,4,0,3,3,8,2,0,3,0,0,2,57,49
2018-08-05,2018,"Round 20","MCG","Michael Rischitelli","Gold Coast","Melbourne","Away",0,9683,4,6,5,55.6,0,0,3,0,0,1,2,199,4,2,0,76,6,3,9,0,1,0,1,0,0,1,3,5,0,1,31,42
2018-08-05,2018,"Round 20","MCG","Sean Lemmens","Gold Coast","Melbourne","Away",0,9683,3,5,5,62.5,1,0,0,0,0,1,1,85,4,1,1,86,4,4,8,3,0,0,7,0,3,1,5,0,1,1,55,24
2018-08-05,2018,"Round 20","MCG","Wil Powell","Gold Coast","Melbourne","Away",1,9683,4,5,3,37.5,1,1,0,0,0,1,2,113,2,2,3,81,5,3,8,4,0,1,4,0,2,1,0,0,1,0,51,45
2018-08-05,2018,"Round 20","MCG","Nicholas Holman","Gold Coast","Melbourne","Away",0,9683,4,2,4,66.7,2,0,0,0,0,0,3,171,0,0,4,89,5,1,6,2,1,0,4,0,2,0,0,1,0,0,45,56
2018-08-05,2018,"Round 20","MCG","Peter Wright","Gold Coast","Melbourne","Away",0,9683,1,0,0,0,1,1,0,0,0,0,0,33,1,0,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,10,13
2018-08-05,2018,"Round 20","Optus Stadium","Jack Redden","West Coast","Fremantle","Home",1,9684,12,23,27,81.8,0,0,2,1,0,4,11,512,2,3,0,85,17,16,33,10,1,0,5,0,6,4,5,2,3,3,133,137
2018-08-05,2018,"Round 20","Optus Stadium","Andrew Gaff","West Coast","Fremantle","Home",1,9684,12,23,22,66.7,0,1,0,0,2,2,8,398,5,6,0,87,17,16,33,3,1,1,3,0,7,4,3,1,4,2,109,123
2018-08-05,2018,"Round 20","Optus Stadium","Luke Shuey","West Coast","Fremantle","Home",0,9684,12,16,19,73.1,0,0,5,0,4,1,8,186,4,2,0,81,10,16,26,4,0,0,4,0,2,5,6,0,6,2,90,91
2018-08-05,2018,"Round 20","Optus Stadium","Bradley Sheppard","West Coast","Fremantle","Home",1,9684,5,21,21,80.8,0,1,3,0,0,0,8,327,3,7,0,88,16,10,26,12,0,1,2,0,4,0,2,5,2,0,115,110
2018-08-05,2018,"Round 20","Optus Stadium","Elliot Yeo","West Coast","Fremantle","Home",0,9684,9,17,18,69.2,0,1,2,2,1,3,14,666,5,3,1,87,16,10,26,6,2,3,5,0,8,4,5,1,1,3,113,125
2018-08-05,2018,"Round 20","Optus Stadium","Mark Hutchings","West Coast","Fremantle","Home",0,9684,6,14,14,66.7,0,0,0,0,1,2,4,209,4,4,0,86,13,8,21,6,0,0,7,0,4,3,5,2,1,2,96,75
2018-08-05,2018,"Round 20","Optus Stadium","Chris Masten","West Coast","Fremantle","Home",1,9684,5,17,16,80,0,0,3,0,0,0,3,191,2,5,0,85,11,9,20,8,0,0,1,0,2,0,1,4,0,0,79,89
2018-08-05,2018,"Round 20","Optus Stadium","Scott Lycett","West Coast","Fremantle","Home",0,9684,16,6,17,85,0,0,3,0,3,4,7,225,5,2,2,84,7,13,20,2,2,0,4,21,1,7,3,2,7,2,103,118
2018-08-05,2018,"Round 20","Optus Stadium","Shannon Hurn","West Coast","Fremantle","Home",0,9684,6,12,19,100,0,0,1,0,0,0,1,194,1,8,0,85,11,8,19,5,0,0,1,0,1,0,1,1,0,1,65,101
2018-08-05,2018,"Round 20","Optus Stadium","Lewis Jetta","West Coast","Fremantle","Home",1,9684,2,17,12,66.7,0,0,2,0,0,0,4,262,2,1,0,85,13,5,18,8,0,0,3,0,2,0,3,1,0,1,82,67
2018-08-05,2018,"Round 20","Optus Stadium","Jamie Cripps","West Coast","Fremantle","Home",0,9684,5,13,12,70.6,0,1,4,1,0,0,9,348,1,2,2,83,10,7,17,6,4,3,3,0,5,0,1,1,1,0,102,104
2018-08-05,2018,"Round 20","Optus Stadium","Jeremy McGovern","West Coast","Fremantle","Home",0,9684,7,8,14,93.3,2,0,4,0,0,0,3,253,2,7,0,75,8,7,15,5,0,0,0,0,1,0,0,2,0,0,53,80
2018-08-05,2018,"Round 20","Optus Stadium","Liam Ryan","West Coast","Fremantle","Home",2,9684,8,8,10,66.7,0,1,2,1,1,0,10,319,2,1,2,83,12,3,15,2,3,2,2,0,3,1,5,1,1,2,71,97
2018-08-05,2018,"Round 20","Optus Stadium","Liam Duggan","West Coast","Fremantle","Home",0,9684,5,10,9,64.3,0,0,2,0,0,1,3,459,4,5,0,89,12,2,14,1,0,0,0,0,4,1,3,5,0,1,40,43
2018-08-05,2018,"Round 20","Optus Stadium","Willie Rioli","West Coast","Fremantle","Home",0,9684,4,10,12,85.7,0,1,1,1,0,0,5,260,3,1,0,87,10,4,14,5,2,0,2,0,2,0,4,1,1,2,68,76
2018-08-05,2018,"Round 20","Optus Stadium","Jack Darling","West Coast","Fremantle","Home",0,9684,6,6,8,61.5,1,5,4,0,0,0,9,331,3,1,3,89,9,4,13,5,4,2,4,0,1,0,2,0,1,1,90,95
2018-08-05,2018,"Round 20","Optus Stadium","Tom Barrass","West Coast","Fremantle","Home",0,9684,7,8,10,76.9,2,0,7,0,0,0,3,233,3,7,0,88,11,2,13,9,0,0,0,0,0,0,2,3,3,0,67,75
2018-08-05,2018,"Round 20","Optus Stadium","Mark Lecras","West Coast","Fremantle","Home",0,9684,3,9,8,66.7,0,0,1,1,0,1,3,377,4,1,1,90,12,0,12,4,0,0,3,0,4,1,3,0,2,1,59,65
2018-08-05,2018,"Round 20","Optus Stadium","Daniel Venables","West Coast","Fremantle","Home",2,9684,9,3,9,75,0,0,0,0,4,1,5,190,3,0,0,80,8,4,12,2,0,1,1,0,1,5,2,0,2,0,45,63
2018-08-05,2018,"Round 20","Optus Stadium","Tom Cole","West Coast","Fremantle","Home",0,9684,7,8,9,90,0,0,5,0,1,0,3,130,0,6,0,87,6,4,10,4,0,0,0,0,1,1,0,0,0,0,38,69
2018-08-05,2018,"Round 20","Optus Stadium","Nathan Vardy","West Coast","Fremantle","Home",0,9684,5,3,5,62.5,1,0,0,0,0,0,5,142,1,2,1,82,6,2,8,2,2,2,3,18,0,0,2,0,1,2,67,62
2018-08-05,2018,"Round 20","Optus Stadium","Will Schofield","West Coast","Fremantle","Home",0,9684,0,2,2,100,0,0,3,0,0,0,0,57,0,0,0,15,2,0,2,1,0,0,1,0,0,0,0,0,0,0,13,28
2018-08-05,2018,"Round 20","Optus Stadium","Bradley Hill","Fremantle","West Coast","Away",1,9684,6,23,22,73.3,0,0,0,0,0,2,6,627,3,3,0,85,17,13,30,7,0,0,2,0,4,2,3,4,0,1,103,105
2018-08-05,2018,"Round 20","Optus Stadium","David Mundy","Fremantle","West Coast","Away",1,9684,15,12,23,85.2,0,0,1,0,5,3,6,357,3,2,0,78,8,19,27,4,0,0,10,0,3,8,4,1,0,2,108,116
2018-08-05,2018,"Round 20","Optus Stadium","Lachie Neale","Fremantle","West Coast","Away",0,9684,22,5,19,73.1,2,1,2,0,5,4,6,114,3,5,1,82,7,19,26,3,1,0,6,0,2,9,6,1,8,4,94,120
2018-08-05,2018,"Round 20","Optus Stadium","Michael Walters","Fremantle","West Coast","Away",0,9684,11,13,15,68.2,2,3,3,0,0,2,10,576,5,1,1,92,14,8,22,3,2,1,5,0,6,2,6,0,2,5,87,99
2018-08-05,2018,"Round 20","Optus Stadium","Stephen Hill","Fremantle","West Coast","Away",0,9684,3,15,12,63.2,0,0,3,0,0,1,4,489,4,4,0,82,11,8,19,6,0,0,1,0,1,1,1,6,0,0,71,67
2018-08-05,2018,"Round 20","Optus Stadium","Brandon Matera","Fremantle","West Coast","Away",0,9684,3,13,12,70.6,0,1,0,0,0,0,6,349,3,3,0,75,13,4,17,2,2,1,4,0,5,0,3,0,2,1,81,75
2018-08-05,2018,"Round 20","Optus Stadium","Nathan Wilson","Fremantle","West Coast","Away",1,9684,4,14,12,70.6,1,0,3,0,0,0,5,462,8,2,0,80,13,4,17,2,0,0,0,0,4,0,2,3,3,0,56,66
2018-08-05,2018,"Round 20","Optus Stadium","Andrew Brayshaw","Fremantle","West Coast","Away",0,9684,8,8,13,81.2,0,0,1,0,0,1,1,121,2,5,0,41,6,10,16,1,0,0,4,0,0,1,2,2,1,1,55,78
2018-08-05,2018,"Round 20","Optus Stadium","Luke Ryan","Fremantle","West Coast","Away",0,9684,3,10,9,64.3,2,0,4,0,0,0,0,372,9,7,0,93,12,2,14,9,0,0,0,0,1,0,2,6,1,0,68,73
2018-08-05,2018,"Round 20","Optus Stadium","Brady Grey","Fremantle","West Coast","Away",2,9684,2,10,9,69.2,0,0,3,0,0,0,3,280,1,2,1,76,9,4,13,3,0,1,3,0,5,0,3,2,2,2,53,55
2018-08-05,2018,"Round 20","Optus Stadium","Michael Johnson","Fremantle","West Coast","Away",0,9684,6,8,8,72.7,0,0,7,0,0,1,2,140,5,6,0,87,4,7,11,3,0,0,0,0,0,1,7,3,1,4,24,37
2018-08-05,2018,"Round 20","Optus Stadium","Hayden Ballantyne","Fremantle","West Coast","Away",1,9684,3,8,6,54.5,0,1,0,0,1,0,4,219,5,0,0,79,6,5,11,3,1,0,0,0,5,1,3,0,1,1,41,38
2018-08-05,2018,"Round 20","Optus Stadium","Matthew Taberner","Fremantle","West Coast","Away",0,9684,4,7,7,63.6,1,2,0,0,0,1,4,220,8,2,0,92,8,3,11,4,2,1,1,1,3,1,6,0,0,4,48,30
2018-08-05,2018,"Round 20","Optus Stadium","Darcy Tucker","Fremantle","West Coast","Away",0,9684,0,11,9,81.8,0,0,4,0,0,0,2,257,3,1,0,74,7,4,11,4,0,0,2,0,1,0,3,3,0,1,46,48
2018-08-05,2018,"Round 20","Optus Stadium","Brennan Cox","Fremantle","West Coast","Away",0,9684,6,6,9,81.8,2,2,3,0,0,0,6,123,0,1,0,96,6,5,11,4,1,2,4,5,0,0,0,0,2,0,71,74
2018-08-05,2018,"Round 20","Optus Stadium","Bailey Banfield","Fremantle","West Coast","Away",0,9684,7,5,8,72.7,0,0,4,0,1,2,3,86,3,3,0,81,4,7,11,1,0,0,2,0,0,3,4,2,1,3,29,38
2018-08-05,2018,"Round 20","Optus Stadium","Cameron McCarthy","Fremantle","West Coast","Away",1,9684,2,7,8,80,1,3,2,0,0,0,4,238,2,1,1,97,8,2,10,6,2,0,4,0,2,0,2,0,0,0,74,65
2018-08-05,2018,"Round 20","Optus Stadium","Ed Langdon","Fremantle","West Coast","Away",2,9684,4,5,10,100,1,0,0,0,0,0,4,143,1,3,1,84,6,4,10,3,1,0,4,0,3,0,1,2,0,1,54,56
2018-08-05,2018,"Round 20","Optus Stadium","Adam Cerra","Fremantle","West Coast","Away",0,9684,3,4,5,71.4,0,0,2,0,1,0,0,64,1,2,0,78,2,5,7,1,0,0,1,0,1,1,2,0,0,1,20,26
2018-08-05,2018,"Round 20","Optus Stadium","Mitchell Crowden","Fremantle","West Coast","Away",0,9684,1,6,5,71.4,0,0,1,0,0,0,3,97,2,1,0,65,3,4,7,2,0,0,2,0,1,0,2,0,1,1,29,25
2018-08-05,2018,"Round 20","Optus Stadium","Alex Pearce","Fremantle","West Coast","Away",0,9684,6,2,4,66.7,0,0,5,0,0,0,0,56,2,6,0,98,1,5,6,1,0,0,0,0,0,0,0,1,0,0,16,36
2018-08-05,2018,"Round 20","Optus Stadium","Sean Darcy","Fremantle","West Coast","Away",0,9684,3,2,5,100,0,0,2,0,0,2,7,139,0,0,0,87,2,3,5,1,1,0,3,33,2,2,4,0,0,4,54,77
